gate,family,description,verdict,live_safe,samples,rows,sample_share_pct,avg_return_pct,median_return_pct,win_rate,target_1_hit_rate,stop_hit_rate,mfe_mean_pct,mae_mean_pct,mfe_mae_ratio,best_return_pct,worst_return_pct,avg_4h_return_pct,avg_12h_return_pct,avg_24h_return_pct,research_score,warnings,filters
SYMBOL_WATCH_OR_ACTIONABLE_BTCUSDT,symbol_actionability,BTC/USDT + WATCHLIST/ACTIONABLE.,REJECT_NEGATIVE_EDGE,True,40,40,13.56,-0.1759,-0.256,27.5,42.5,50.0,1.5604,-1.8953,0.823,2.0053,-1.8426,-0.1759,-0.3657,-0.3534,-0.6061,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""BTC/USDT""], ""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
REGIME_TRENDING_BULL,regime,فقط regime=TRENDING_BULL.,REJECT_NEGATIVE_EDGE,True,136,136,46.1,-0.2681,-0.2547,29.41,48.53,50.0,1.7052,-2.1211,0.804,2.894,-2.9412,-0.2681,-0.4559,-0.1985,-0.6112,"[""میانگین بازده منفی است.""]","{""regime_in"": [""TRENDING_BULL""]}"
STRUCTURE_SCORE_GE_10,component,structure_score >= 10.,REJECT_NEGATIVE_EDGE,True,86,86,29.15,-0.3977,-0.3906,27.91,53.49,44.19,2.0978,-2.1147,0.992,2.7268,-2.9327,-0.3977,-0.524,0.266,-0.6368,"[""میانگین بازده منفی است.""]","{""structure_score_min"": 10}"
SCORE_GE_60_LONG,score_side,score >= 60 + LONG.,REJECT_NEGATIVE_EDGE,True,83,83,28.14,-0.2753,-0.2718,25.3,48.19,48.19,1.7376,-2.1403,0.812,2.894,-2.6468,-0.2753,-0.5339,-0.1223,-0.6646,"[""میانگین بازده منفی است.""]","{""score_min"": 60, ""side_in"": [""LONG""]}"
LONG_SCORE_GE_60,component,long_score >= 60.,REJECT_NEGATIVE_EDGE,True,83,83,28.14,-0.2753,-0.2718,25.3,48.19,48.19,1.7376,-2.1403,0.812,2.894,-2.6468,-0.2753,-0.5339,-0.1223,-0.6646,"[""میانگین بازده منفی است.""]","{""long_score_min"": 60}"
SYMBOL_SOLUSDT,symbol,فقط نماد SOL/USDT.,REJECT_NEGATIVE_EDGE,True,53,53,17.97,-0.325,-0.3153,30.19,47.17,52.83,2.2285,-2.7729,0.804,4.8272,-2.9327,-0.325,-0.63,-0.3751,-0.6983,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""SOL/USDT""]}"
SCORE_GE_70_LONG,score_side,score >= 70 + LONG.,REJECT_NEGATIVE_EDGE,True,43,43,14.58,-0.3187,-0.2718,25.58,51.16,53.49,1.6671,-2.3532,0.708,1.9275,-1.7141,-0.3187,-0.6747,-0.2758,-0.7375,"[""میانگین بازده منفی است.""]","{""score_min"": 70, ""side_in"": [""LONG""]}"
LONG_SCORE_GE_70,component,long_score >= 70.,REJECT_NEGATIVE_EDGE,True,43,43,14.58,-0.3187,-0.2718,25.58,51.16,53.49,1.6671,-2.3532,0.708,1.9275,-1.7141,-0.3187,-0.6747,-0.2758,-0.7375,"[""میانگین بازده منفی است.""]","{""long_score_min"": 70}"
SCORE_GE_70,score,score >= 70,REJECT_NEGATIVE_EDGE,True,64,64,21.69,-0.3816,-0.3474,28.12,50.0,51.56,1.8048,-2.3458,0.769,1.9275,-2.9327,-0.3816,-0.5984,-0.2644,-0.7485,"[""میانگین بازده منفی است.""]","{""score_min"": 70}"
CONFIDENCE_MEDIUM-HIGH,confidence,فقط confidence=Medium-High.,REJECT_NEGATIVE_EDGE,True,57,57,19.32,-0.4108,-0.3756,28.07,50.88,50.88,1.8206,-2.3836,0.764,1.9275,-2.9327,-0.4108,-0.652,-0.3086,-0.7633,"[""میانگین بازده منفی است.""]","{""confidence_in"": [""Medium-High""]}"
SYMBOL_XRPUSDT,symbol,فقط نماد XRP/USDT.,REJECT_NEGATIVE_EDGE,True,41,41,13.9,-0.4162,-0.4399,24.39,51.22,51.22,1.8807,-2.2483,0.836,1.7921,-2.9412,-0.4162,-0.5814,-0.151,-0.8167,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""XRP/USDT""]}"
SCORE_BUCKET_70_79,score_bucket,score 70-79,REJECT_NEGATIVE_EDGE,True,44,44,14.92,-0.4371,-0.3906,29.55,45.45,52.27,1.7045,-2.4927,0.684,1.4814,-2.9327,-0.4371,-0.6422,-0.5572,-0.8436,"[""میانگین بازده منفی است.""]","{""score_min"": 70, ""score_max"": 79}"
ACTIONABLE_ONLY,actionability,فقط تصمیم‌هایی که موتور ACTIONABLE کرده است.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.4113,-0.4584,26.09,45.65,56.52,1.8402,-2.3423,0.786,1.9275,-1.7141,-0.4113,-0.5436,-0.1425,-0.9,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
ACTIONABLE_SCORE_GE_50,actionability_score,ACTIONABLE + score >= 50.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.4113,-0.4584,26.09,45.65,56.52,1.8402,-2.3423,0.786,1.9275,-1.7141,-0.4113,-0.5436,-0.1425,-0.9,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 50}"
ACTIONABLE_SCORE_GE_60,actionability_score,ACTIONABLE + score >= 60.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.4113,-0.4584,26.09,45.65,56.52,1.8402,-2.3423,0.786,1.9275,-1.7141,-0.4113,-0.5436,-0.1425,-0.9,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60}"
ACTIONABLE_SCORE_GE_70,actionability_score,ACTIONABLE + score >= 70.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.4113,-0.4584,26.09,45.65,56.52,1.8402,-2.3423,0.786,1.9275,-1.7141,-0.4113,-0.5436,-0.1425,-0.9,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 70}"
QUALITY_CORE_SCORE60_ACTIONABLE,composite,ACTIONABLE + score>=60 + risk not High.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.4113,-0.4584,26.09,45.65,56.52,1.8402,-2.3423,0.786,1.9275,-1.7141,-0.4113,-0.5436,-0.1425,-0.9,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60, ""risk_not_in"": [""High"", ""VERY_HIGH"", ""High Risk""]}"
SYMBOL_WATCH_OR_ACTIONABLE_XRPUSDT,symbol_actionability,XRP/USDT + WATCHLIST/ACTIONABLE.,REJECT_NEGATIVE_EDGE,True,32,32,10.85,-0.4339,-0.4759,18.75,46.88,56.25,1.8419,-2.3376,0.788,1.7329,-2.0103,-0.4339,-0.6165,-0.3059,-1.0175,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""XRP/USDT""], ""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
ACTIONABLE_LONG,actionability_side,ACTIONABLE فقط سمت LONG.,REJECT_NEGATIVE_EDGE,True,30,30,10.17,-0.4473,-0.4894,20.0,50.0,60.0,1.8006,-2.4222,0.743,1.9275,-1.7141,-0.4473,-0.7613,-0.0682,-1.023,"[""میانگین بازده منفی است.""]","{""side_in"": [""LONG""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
ACTIONABLE_SCORE_GE_50_LONG,actionability_score_side,ACTIONABLE + score >= 50 + LONG.,REJECT_NEGATIVE_EDGE,True,30,30,10.17,-0.4473,-0.4894,20.0,50.0,60.0,1.8006,-2.4222,0.743,1.9275,-1.7141,-0.4473,-0.7613,-0.0682,-1.023,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 50, ""side_in"": [""LONG""]}"
ACTIONABLE_SCORE_GE_60_LONG,actionability_score_side,ACTIONABLE + score >= 60 + LONG.,REJECT_NEGATIVE_EDGE,True,30,30,10.17,-0.4473,-0.4894,20.0,50.0,60.0,1.8006,-2.4222,0.743,1.9275,-1.7141,-0.4473,-0.7613,-0.0682,-1.023,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60, ""side_in"": [""LONG""]}"
ACTIONABLE_SCORE_GE_70_LONG,actionability_score_side,ACTIONABLE + score >= 70 + LONG.,REJECT_NEGATIVE_EDGE,True,30,30,10.17,-0.4473,-0.4894,20.0,50.0,60.0,1.8006,-2.4222,0.743,1.9275,-1.7141,-0.4473,-0.7613,-0.0682,-1.023,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 70, ""side_in"": [""LONG""]}"
LONG_SCORE60_ACTIONABLE,composite,LONG + ACTIONABLE + score>=60.,REJECT_NEGATIVE_EDGE,True,30,30,10.17,-0.4473,-0.4894,20.0,50.0,60.0,1.8006,-2.4222,0.743,1.9275,-1.7141,-0.4473,-0.7613,-0.0682,-1.023,"[""میانگین بازده منفی است.""]","{""side_in"": [""LONG""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60}"
SYMBOL_SIDE_SCORE_GE_60_BNBUSDT_SHORT,symbol_side_score,BNB/USDT + SHORT + score >= 60.,REJECT_INSUFFICIENT_SAMPLE,True,11,11,3.73,-0.1935,0.0511,54.55,45.45,54.55,1.9282,-1.7658,1.092,0.3837,-1.6571,-0.1935,-0.0022,0.0706,-0.1307,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""BNB/USDT""], ""side_in"": [""SHORT""], ""score_min"": 60}"
SYMBOL_SIDE_SCORE_GE_60_SOLUSDT_SHORT,symbol_side_score,SOL/USDT + SHORT + score >= 60.,REJECT_INSUFFICIENT_SAMPLE,True,13,13,4.41,-0.1319,-0.0241,46.15,53.85,53.85,2.5528,-2.6822,0.952,1.7755,-2.9327,-0.1319,-0.4391,-0.0705,-0.1494,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""SOL/USDT""], ""side_in"": [""SHORT""], ""score_min"": 60}"
SYMBOL_SIDE_BNBUSDT_SHORT,symbol_side,BNB/USDT فقط SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,20,20,6.78,-0.2145,0.0382,55.0,40.0,45.0,1.5992,-1.7962,0.89,0.6813,-1.6571,-0.2145,-0.2353,-0.285,-0.1611,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""BNB/USDT""], ""side_in"": [""SHORT""]}"
SYMBOL_SIDE_ETHUSDT_SHORT,symbol_side,ETH/USDT فقط SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,28,28,9.49,-0.0507,-0.0993,35.71,50.0,39.29,2.007,-2.3344,0.86,2.7268,-2.3399,-0.0507,-0.3058,-0.4317,-0.1702,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""ETH/USDT""], ""side_in"": [""SHORT""]}"
SYMBOL_SIDE_SCORE_GE_60_DOGEUSDT_LONG,symbol_side_score,DOGE/USDT + LONG + score >= 60.,REJECT_INSUFFICIENT_SAMPLE,True,15,15,5.08,-0.0916,-0.2331,40.0,46.67,46.67,2.1405,-2.5641,0.835,2.894,-1.7141,-0.0916,-0.5257,-0.5703,-0.2313,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""DOGE/USDT""], ""side_in"": [""LONG""], ""score_min"": 60}"
SYMBOL_SIDE_SCORE_GE_60_ETHUSDT_SHORT,symbol_side_score,ETH/USDT + SHORT + score >= 60.,REJECT_INSUFFICIENT_SAMPLE,True,11,11,3.73,-0.0079,-0.0895,36.36,45.45,54.55,2.358,-2.6642,0.885,2.7268,-2.3399,-0.0079,-0.4457,-0.2758,-0.3119,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""ETH/USDT""], ""side_in"": [""SHORT""], ""score_min"": 60}"
SYMBOL_SIDE_BTCUSDT_SHORT,symbol_side,BTC/USDT فقط SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,19,19,6.44,-0.0794,-0.0173,42.11,36.84,52.63,1.8481,-2.1853,0.846,2.0053,-1.8426,-0.0794,-0.5804,-0.4553,-0.3548,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""BTC/USDT""], ""side_in"": [""SHORT""]}"
SYMBOL_SIDE_XRPUSDT_SHORT,symbol_side,XRP/USDT فقط SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,24,24,8.14,-0.2579,-0.2713,33.33,62.5,50.0,2.0466,-2.0814,0.983,1.7921,-2.0103,-0.2579,-0.3537,-0.032,-0.3574,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""XRP/USDT""], ""side_in"": [""SHORT""]}"
SYMBOL_SIDE_SCORE_GE_60_XRPUSDT_SHORT,symbol_side_score,XRP/USDT + SHORT + score >= 60.,REJECT_INSUFFICIENT_SAMPLE,True,15,15,5.08,-0.3156,-0.4472,26.67,66.67,46.67,2.2003,-2.0223,1.088,1.7329,-1.5204,-0.3156,-0.2994,0.013,-0.3643,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""XRP/USDT""], ""side_in"": [""SHORT""], ""score_min"": 60}"
SCORE_BUCKET_80_89,score_bucket,score 80-89,REJECT_INSUFFICIENT_SAMPLE,True,19,19,6.44,-0.2592,-0.3192,26.32,63.16,47.37,2.1026,-2.0101,1.046,1.9275,-1.6795,-0.2592,-0.5082,0.3758,-0.399,"[""sample کمتر از حداقل 30 است.""]","{""score_min"": 80, ""score_max"": 89}"
SCORE_GE_80_LONG,score_side,score >= 80 + LONG.,REJECT_INSUFFICIENT_SAMPLE,True,16,16,5.42,-0.1488,-0.2509,31.25,56.25,56.25,1.8005,-2.023,0.89,1.9275,-1.6795,-0.1488,-0.4927,0.1384,-0.4009,"[""sample کمتر از حداقل 30 است.""]","{""score_min"": 80, ""side_in"": [""LONG""]}"
SYMBOL_SIDE_SCORE_GE_60_BTCUSDT_LONG,symbol_side_score,BTC/USDT + LONG + score >= 60.,REJECT_INSUFFICIENT_SAMPLE,True,22,22,7.46,-0.1366,-0.256,22.73,45.45,36.36,1.3381,-1.5521,0.862,1.4814,-0.8639,-0.1366,-0.1127,-0.0837,-0.4489,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""BTC/USDT""], ""side_in"": [""LONG""], ""score_min"": 60}"
SYMBOL_SIDE_ETHUSDT_LONG,symbol_side,ETH/USDT فقط LONG.,REJECT_INSUFFICIENT_SAMPLE,True,20,20,6.78,-0.2618,-0.1428,35.0,50.0,50.0,1.6455,-2.359,0.698,0.7287,-1.532,-0.2618,-0.5145,-0.3133,-0.469,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""ETH/USDT""], ""side_in"": [""LONG""]}"
SCORE_GE_80,score,score >= 80,REJECT_INSUFFICIENT_SAMPLE,True,20,20,6.78,-0.2594,-0.2955,25.0,60.0,50.0,2.0254,-2.0227,1.001,1.9275,-1.6795,-0.2594,-0.5021,0.3797,-0.4867,"[""sample کمتر از حداقل 30 است.""]","{""score_min"": 80}"
QUALITY_CORE_SCORE80_WATCH_OR_ACTIONABLE,composite,WATCHLIST/ACTIONABLE + score>=80.,REJECT_INSUFFICIENT_SAMPLE,True,20,20,6.78,-0.2594,-0.2955,25.0,60.0,50.0,2.0254,-2.0227,1.001,1.9275,-1.6795,-0.2594,-0.5021,0.3797,-0.4867,"[""sample کمتر از حداقل 30 است.""]","{""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 80}"
SYMBOL_SIDE_DOGEUSDT_LONG,symbol_side,DOGE/USDT فقط LONG.,REJECT_INSUFFICIENT_SAMPLE,True,23,23,7.8,-0.1965,-0.239,30.43,47.83,52.17,2.4122,-2.6435,0.912,2.894,-1.7141,-0.1965,-0.4821,-0.5396,-0.5178,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""DOGE/USDT""], ""side_in"": [""LONG""]}"
SYMBOL_SIDE_SOLUSDT_SHORT,symbol_side,SOL/USDT فقط SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,29,29,9.83,-0.3132,-0.1907,37.93,48.28,51.72,2.3891,-3.1154,0.767,1.7755,-2.9327,-0.3132,-0.8273,-0.6327,-0.5467,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""SOL/USDT""], ""side_in"": [""SHORT""]}"
ACTIONABLE_SCORE_GE_80_LONG,actionability_score_side,ACTIONABLE + score >= 80 + LONG.,REJECT_INSUFFICIENT_SAMPLE,True,15,15,5.08,-0.1992,-0.2628,26.67,53.33,60.0,1.7859,-2.1556,0.828,1.9275,-1.6795,-0.1992,-0.5645,0.031,-0.5747,"[""sample کمتر از حداقل 30 است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 80, ""side_in"": [""LONG""]}"
ACTIONABLE_SHORT,actionability_side,ACTIONABLE فقط سمت SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,16,16,5.42,-0.3437,-0.3888,37.5,37.5,50.0,1.9146,-2.1925,0.873,0.4043,-1.4176,-0.3437,-0.1353,-0.2818,-0.5762,"[""sample کمتر از حداقل 30 است.""]","{""side_in"": [""SHORT""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
ACTIONABLE_SCORE_GE_50_SHORT,actionability_score_side,ACTIONABLE + score >= 50 + SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,16,16,5.42,-0.3437,-0.3888,37.5,37.5,50.0,1.9146,-2.1925,0.873,0.4043,-1.4176,-0.3437,-0.1353,-0.2818,-0.5762,"[""sample کمتر از حداقل 30 است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 50, ""side_in"": [""SHORT""]}"
ACTIONABLE_SCORE_GE_60_SHORT,actionability_score_side,ACTIONABLE + score >= 60 + SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,16,16,5.42,-0.3437,-0.3888,37.5,37.5,50.0,1.9146,-2.1925,0.873,0.4043,-1.4176,-0.3437,-0.1353,-0.2818,-0.5762,"[""sample کمتر از حداقل 30 است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60, ""side_in"": [""SHORT""]}"
ACTIONABLE_SCORE_GE_70_SHORT,actionability_score_side,ACTIONABLE + score >= 70 + SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,16,16,5.42,-0.3437,-0.3888,37.5,37.5,50.0,1.9146,-2.1925,0.873,0.4043,-1.4176,-0.3437,-0.1353,-0.2818,-0.5762,"[""sample کمتر از حداقل 30 است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 70, ""side_in"": [""SHORT""]}"
